order_id,order_date,customer_id,status,quantity,unit_price,currency,total_amount
66,2020-06-19,C1095,open,8,28.76,USD,332.13
67,2020-06-20,C1608,closed,8,59.73,USD,737.18
68,2020-06-21,C1490,open,3,37.18,USD,169.84
69,2020-06-22,C1886,closed,1,41.95,USD,62.51
70,2020-06-23,C1979,open,5,15.72,USD,120.28
71,2020-06-24,C1315,,1,50.62,USD,77.15
72,2020-06-25,C1425,closed,8,46.52,USD,579.66
73,2020-06-26,C1035,,8,21.31,USD,267.64
74,2020-06-27,C1694,closed,6,57.29,USD,524.35
75,2020-06-28,C1675,,7,32.16,USD,358.65
76,2020-06-29,C1640,closed,9,18.28,USD,230.5
77,2020-06-30,C1583,,3,48.84,USD,224.93
78,2020-07-01,C1140,,6,22.73,USD,217.64
79,2020-07-02,C1850,closed,4,55.7,USD,331.35
80,2020-07-03,C1729,closed,5,33.53,USD,243.77
81,2020-07-04,C1787,open,9,15.71,USD,203.65
82,2020-07-05,C1313,,9,16.44,USD,220.16
83,2020-07-06,C1576,,7,42.02,USD,442.25
84,2020-07-07,C1186,,2,47.77,USD,148.28
85,2020-07-08,C1515,open,2,36.16,USD,101.39
86,2020-07-09,C1696,,9,32.16,USD,428.11
87,2020-07-10,C1057,closed,9,22.01,USD,314.11
88,2020-07-11,C1650,closed,4,37.03,USD,230.87
89,2020-07-12,C1822,,8,42.73,USD,526.43
90,2020-07-13,C1478,,2,30.82,USD,88.67
91,2020-07-14,C1602,,7,25.81,USD,268.04
92,2020-07-15,C1294,pending,4,16.68,USD,100.18
93,2020-07-16,C1042,pending,6,20.6,USD,194.7
94,2020-07-17,C1480,closed,1,28.69,USD,41.9
95,2020-07-18,C1232,,6,15.33,USD,135.39
96,2020-07-19,C1748,pending,6,57.49,USD,516.56
97,2020-07-20,C1217,pending,5,25.34,USD,189.72
98,2020-07-21,C1879,,5,50.19,USD,370.13
99,2020-07-22,C1701,open,3,55.66,USD,242.01
100,2020-07-23,C1612,open,1,54.24,USD,84.85
101,2020-07-24,C1757,pending,3,32.98,USD,140.32
102,2020-07-25,C1459,closed,7,49.81,USD,515.37
103,2020-07-26,C1233,,6,55.11,USD,491.9
104,2020-07-27,C1065,,1,57.82,USD,83.51
105,2020-07-28,C1983,closed,2,27.69,USD,82.41
106,2020-07-29,C1509,closed,4,18.68,USD,112.97
107,2020-07-30,C1078,open,9,32.26,USD,451.92
108,2020-07-31,C1874,closed,1,25.08,USD,35.18
109,2020-08-01,C1785,,3,24.19,USD,112.2
110,2020-08-02,C1555,closed,6,42.78,USD,363.52
111,2020-08-03,C1587,,3,20.85,USD,97.48
112,2020-08-04,C1773,open,4,39.48,USD,237.09
113,2020-08-05,C1104,,5,15.76,USD,116.25
114,2020-08-06,C1045,,5,21.53,USD,154.17
115,2020-08-07,C1837,closed,3,37.28,USD,175.72
116,2020-08-08,C1677,,8,54.99,USD,696.56
117,2020-08-09,C1212,,4,33.87,USD,196.6
118,2020-08-10,C1922,,1,37.75,USD,55.46
119,2020-08-11,C1184,open,3,27.99,USD,133.12
120,2020-08-12,C1357,,5,22.44,USD,177.84
121,2020-08-13,C1666,closed,5,35.11,USD,279.77
122,2020-08-14,C1633,open,9,21.82,USD,283.68
123,2020-08-15,C1198,open,2,55.03,USD,175.51
124,2020-08-16,C1878,closed,5,18.61,USD,146.53
125,2020-08-17,C1813,,4,54.55,USD,344.19
126,2020-08-18,C1173,closed,6,50.21,USD,432.29
127,2020-08-19,C1188,closed,7,24.1,USD,265.97
128,2020-08-20,C1306,closed,5,52.04,USD,380.52
129,2020-08-21,C1046,,2,43.69,USD,130.35
130,2020-08-22,C1337,closed,2,22.05,USD,64.64
131,2020-08-23,C1024,,3,41.83,USD,179.34
132,2020-08-24,C1216,,6,26.28,USD,240.97
133,2020-08-25,C1808,closed,8,59.59,USD,721.99
134,2020-08-26,C1970,,5,24.45,USD,171.48
135,2020-08-27,C1724,,5,42.96,USD,323.76
136,2020-08-28,C1382,,3,17.32,USD,77.35
137,2020-08-29,C1486,closed,2,41.56,USD,126.63
138,2020-08-30,C1482,,2,35.21,USD,100.74
139,2020-08-31,C1807,open,2,58.06,USD,181.79
140,2020-09-01,C1803,open,1,27.36,USD,40.36
141,2020-09-02,C1730,closed,7,28.13,USD,282.25
142,2020-09-03,C1024,,7,17.01,USD,183.23
143,2020-09-04,C1747,closed,7,29.47,USD,293.97
144,2020-09-05,C1313,closed,1,48.69,USD,72.41
145,2020-09-06,C1718,,1,23.91,USD,33.64
146,2020-09-07,C1643,open,2,31.35,USD,97.22
147,2020-09-08,C1765,closed,3,32.23,USD,139.66
148,2020-09-09,C1732,closed,5,48.49,USD,355.21
149,2020-09-10,C1365,closed,9,29.42,USD,385.59
150,2020-09-11,C1511,open,6,42.22,USD,405.03
151,2020-09-12,C1583,pending,8,35.77,USD,451.96
152,2020-09-13,C1244,,2,33.98,USD,108.1
153,2020-09-14,C1899,open,7,51.04,USD,531.0
154,2020-09-15,C1665,closed,9,54.84,USD,751.18
155,2020-09-16,C1418,open,4,16.28,USD,93.35
156,2020-09-17,C1658,open,4,38.16,USD,221.37
157,2020-09-18,C1954,,2,27.88,USD,83.01
158,2020-09-19,C1396,,1,24.89,USD,39.08
159,2020-09-20,C1092,,3,20.67,USD,97.0
160,2020-09-21,C1151,open,5,22.64,USD,180.2
161,2020-09-22,C1444,open,5,36.59,USD,283.4
162,2020-09-23,C1018,,1,29.0,USD,45.11
163,2020-09-24,C1386,closed,8,27.3,USD,306.29
164,2020-09-25,C1946,,6,39.73,USD,363.76
165,2020-09-26,C1142,open,2,58.19,USD,4407.21
166,2020-09-27,C1208,open,9,42.86,USD,550.45
167,2020-09-28,C1233,,5,20.51,USD,162.13
168,2020-09-29,C1985,,8,40.14,USD,455.82
169,2020-09-30,C1294,open,4,41.95,USD,261.79
170,2020-10-01,C1357,,3,36.26,USD,173.31
171,2020-10-02,C1897,,9,54.27,USD,723.86
172,2020-10-03,C1387,pending,1,26.22,USD,39.16
173,2020-10-04,C1535,,2,46.65,USD,136.04
174,2020-10-05,C1230,,3,51.6,USD,243.87
175,2020-10-06,C1457,closed,6,49.26,USD,438.71
176,2020-10-07,C1441,,7,32.07,USD,338.71
177,2020-10-08,C1554,,1,21.63,USD,32.79
178,2020-10-09,C1447,open,1,28.0,USD,40.54
179,2020-10-10,C1774,,3,42.3,USD,182.79
180,2020-10-11,C1028,open,9,21.98,USD,279.03
181,2020-10-12,C1202,,1,54.04,USD,78.23
182,2020-10-13,C1350,open,3,55.55,USD,259.42
183,2020-10-14,C1892,open,3,50.54,USD,235.79
184,2020-10-15,C1421,open,3,38.57,USD,174.42
185,2020-10-16,C1691,open,2,16.52,USD,48.85
186,2020-10-17,C1795,open,2,32.05,USD,90.59
187,2020-10-18,C1747,pending,5,49.21,USD,359.13
188,2020-10-19,C1504,,4,19.8,USD,124.22
189,2020-10-20,C1195,,8,40.84,USD,495.38
190,2020-10-21,C1928,,3,33.11,USD,139.34
191,2020-10-22,C1844,,3,55.53,USD,234.89
192,2020-10-23,C1381,,5,54.13,USD,422.09
193,2020-10-24,C1791,pending,1,56.35,USD,84.88
194,2020-10-25,C1343,,8,38.53,USD,488.19
195,2020-10-26,C1700,closed,4,58.66,USD,350.63
196,2020-10-27,C1026,closed,3,45.04,USD,207.31
197,2020-10-28,C1542,,7,18.02,USD,199.99
198,2020-10-29,C1468,open,9,23.87,USD,322.32
199,2020-10-30,C1335,closed,3,28.72,USD,128.89
200,2020-10-31,C1913,,7,25.91,USD,259.26
201,2020-11-01,C1841,closed,2,29.16,USD,88.42
202,2020-11-02,C1946,open,8,59.51,USD,672.0
203,2020-11-03,C1359,,4,44.27,USD,249.02
204,2020-11-04,C1897,open,4,56.69,USD,339.79
205,2020-11-05,C1969,closed,7,51.9,USD,553.2
206,2020-11-06,C1661,,4,29.03,USD,169.95
207,2020-11-07,C1243,,6,50.25,USD,439.9
208,2020-11-08,C1107,open,6,28.6,USD,263.6
209,2020-11-09,C1195,,6,33.24,USD,299.28
210,2020-11-10,C1068,closed,5,54.18,USD,423.59
211,2020-11-11,C1655,,3,59.39,USD,263.28
212,2020-11-12,C1446,,7,33.94,USD,373.05
213,2020-11-13,C1428,open,9,38.73,USD,496.76
214,2020-11-14,C1908,,6,20.61,USD,182.35
215,2020-11-15,C1645,,9,41.33,USD,586.84
216,2020-11-16,C1153,open,4,21.7,USD,130.51
217,2020-11-17,C1904,closed,5,16.08,USD,119.47
218,2020-11-18,C1944,open,1,33.95,USD,51.65
219,2020-11-19,C1610,closed,5,33.68,USD,265.47
220,2020-11-20,C1283,closed,3,17.17,USD,79.11
221,2020-11-21,C1994,,1,32.27,USD,48.0
222,2020-11-22,C1558,open,1,53.28,USD,79.94
223,2020-11-23,C1913,,4,53.98,USD,334.86
224,2020-11-24,C1497,open,5,26.88,USD,190.75
225,2020-11-25,C1750,,2,30.27,USD,92.11
226,2020-11-26,C1335,,3,34.69,USD,162.43
227,2020-11-27,C1452,open,7,37.22,USD,366.53
228,2020-11-28,C1272,,9,56.69,USD,762.09
229,2020-11-29,C1147,,1,31.3,USD,46.33
230,2020-11-30,C1498,,8,53.96,USD,666.3
231,2020-12-01,C1182,closed,8,56.52,USD,681.32
232,2020-12-02,C1790,open,8,39.37,USD,500.12
233,2020-12-03,C1388,,9,30.8,USD,392.75
234,2020-12-04,C1216,open,7,55.29,USD,613.65
235,2020-12-05,C1036,closed,5,25.37,USD,187.76
236,2020-12-06,C1127,,7,35.6,USD,366.22
237,2020-12-07,C1452,open,7,58.83,USD,634.36
238,2020-12-08,C1090,,7,46.76,USD,476.03
239,2020-12-09,C1458,closed,1,39.2,USD,55.74
240,2020-12-10,C1416,open,4,35.39,USD,199.38
241,2020-12-11,C1659,closed,4,29.94,USD,191.58
242,2020-12-12,C1792,open,4,54.42,USD,348.21
243,2020-12-13,C1889,,1,17.87,USD,28.57
244,2020-12-14,C1678,open,6,34.44,USD,320.53
245,2020-12-15,C1580,,7,31.28,USD,316.14
246,2020-12-16,C1129,open,7,33.01,USD,346.64
247,2020-12-17,C1396,closed,1,30.04,USD,43.63
248,2020-12-18,C1404,open,7,28.97,USD,287.19
249,2020-12-19,C1421,closed,6,46.61,USD,442.42
250,2020-12-20,C1657,,7,24.47,USD,249.09
251,2020-12-21,C1477,,3,50.86,USD,225.32
252,2020-12-22,C1070,open,5,19.31,USD,153.07
253,2020-12-23,C1772,,4,46.24,USD,275.35
254,2020-12-24,C1718,pending,2,59.3,USD,187.16
255,2020-12-25,C1503,open,2,50.98,USD,150.35
256,2020-12-26,C1034,,1,37.08,USD,54.1
257,2020-12-27,C1876,,1,43.51,USD,64.05
258,2020-12-28,C1748,open,6,16.32,USD,149.9
259,2020-12-29,C1457,,9,43.08,USD,599.05
260,2020-12-30,C1319,,4,57.05,USD,327.02
261,2020-12-31,C1904,,7,34.5,USD,358.95
262,2021-01-01,C1487,,9,46.63,USD,650.63
263,2021-01-02,C1015,,6,20.45,USD,184.94
264,2021-01-03,C1247,open,2,23.79,USD,70.04
265,2021-01-04,C1704,,5,35.97,USD,256.29
266,2021-01-05,C1689,,9,20.2,USD,267.22
267,2021-01-06,C1527,,7,23.34,USD,241.18
268,2021-01-07,C1916,,4,56.76,USD,339.41
269,2021-01-08,C1256,,9,27.38,USD,365.54
270,2021-01-09,C1425,closed,3,44.91,USD,207.77
271,2021-01-10,C1211,open,5,48.47,USD,346.58
272,2021-01-11,C1585,,9,22.42,USD,288.37
273,2021-01-12,C1587,,4,21.28,USD,124.92
274,2021-01-13,C1574,,5,15.93,USD,123.25
275,2021-01-14,C1700,open,5,49.68,USD,371.81
276,2021-01-15,C1236,pending,5,22.27,USD,176.79
277,2021-01-16,C1444,,3,34.2,USD,155.39
278,2021-01-17,C1899,,8,17.64,USD,220.49
279,2021-01-18,C1489,,8,43.35,USD,532.12
280,2021-01-19,C1731,pending,7,40.83,USD,448.27
281,2021-01-20,C1765,,7,54.47,USD,544.6
282,2021-01-21,C1669,,2,39.48,USD,115.57
283,2021-01-22,C1417,closed,9,32.1,USD,438.61
284,2021-01-23,C1014,,3,17.71,USD,83.0
285,2021-01-24,C1689,,6,26.37,USD,239.73
286,2021-01-25,C1751,closed,7,33.33,USD,346.41
287,2021-01-26,C1604,open,6,46.26,USD,422.62
288,2021-01-27,C1200,closed,3,43.77,USD,189.62
289,2021-01-28,C1701,open,6,39.64,USD,377.01
290,2021-01-29,C1518,,4,51.5,USD,312.95
291,2021-01-30,C1575,open,7,53.65,USD,573.82
292,2021-01-31,C1808,,4,46.21,USD,294.71
293,2021-02-01,C1520,open,8,58.27,USD,705.68
294,2021-02-02,C1561,closed,1,25.02,USD,38.57
295,2021-02-03,C1392,open,6,35.01,USD,334.39
296,2021-02-04,C1058,closed,7,15.95,USD,163.24
297,2021-02-05,C1441,closed,4,47.16,USD,268.97
298,2021-02-06,C1261,,4,47.93,USD,269.05
299,2021-02-07,C1676,closed,7,19.34,USD,195.58
300,2021-02-08,C1984,,6,20.67,USD,191.29
301,2021-02-09,C1006,pending,8,51.71,USD,598.91
302,2021-02-10,C1155,,8,56.84,USD,694.74
303,2021-02-11,C1396,open,7,20.13,USD,216.08
304,2021-02-12,C1482,,3,58.07,USD,271.55
305,2021-02-13,C1143,,3,46.29,USD,214.15
306,2021-02-14,C1813,pending,3,35.91,USD,166.61
307,2021-02-15,C1186,pending,9,16.35,USD,223.99
308,2021-02-16,C1172,,1,24.02,USD,35.34
309,2021-02-17,C1045,closed,8,28.28,USD,337.64
310,2021-02-18,C1182,,9,20.96,USD,296.0
311,2021-02-19,C1230,,2,30.34,USD,95.86
312,2021-02-20,C1758,open,4,23.24,USD,131.95
313,2021-02-21,C1670,open,7,50.15,USD,516.45
314,2021-02-22,C1413,open,3,45.12,USD,196.55
315,2021-02-23,C1489,,6,40.41,USD,381.81
316,2021-02-24,C1704,open,8,58.5,USD,722.12
317,2021-02-25,C1857,open,6,49.02,USD,438.76
318,2021-02-26,C1285,closed,3,38.93,USD,166.31
319,2021-02-27,C1342,open,2,56.75,USD,164.07
320,2021-02-28,C1618,closed,8,45.23,USD,518.23
321,2021-03-01,C1202,,8,44.58,USD,516.98
322,2021-03-02,C1055,closed,4,38.21,USD,219.33
323,2021-03-03,C1342,open,4,33.37,USD,212.81
324,2021-03-04,C1406,,4,53.43,USD,307.53
325,2021-03-05,C1080,open,2,54.33,USD,164.02
326,2021-03-06,C1152,open,9,27.76,USD,365.37
327,2021-03-07,C1777,open,1,39.1,USD,59.95
328,2021-03-08,C1049,,2,17.21,USD,51.72
329,2021-03-09,C1950,,9,57.76,USD,811.29
330,2021-03-10,C1011,open,4,26.29,USD,156.76
331,2021-03-11,C1189,closed,5,16.01,USD,121.04
332,2021-03-12,C1317,closed,2,31.74,USD,98.64
333,2021-03-13,C1486,,9,23.67,USD,305.03
334,2021-03-14,C1314,,5,26.18,USD,188.7
335,2021-03-15,C1933,closed,7,58.69,USD,575.21
336,2021-03-16,C1414,,2,43.32,USD,131.4
337,2021-03-17,C1408,closed,2,25.75,USD,81.46
338,2021-03-18,C1316,,8,51.55,USD,628.48
339,2021-03-19,C1497,closed,3,23.2,USD,99.11
340,2021-03-20,C1521,closed,2,45.66,USD,130.26
341,2021-03-21,C1184,closed,6,36.67,USD,342.63
342,2021-03-22,C1749,closed,5,34.89,USD,249.35
343,2021-03-23,C1163,closed,8,45.67,USD,549.19
344,2021-03-24,C1577,closed,6,27.33,USD,243.79
345,2021-03-25,C1394,closed,7,49.51,USD,531.69
346,2021-03-26,C1365,,1,42.43,USD,59.77
347,2021-03-27,C1856,open,3,32.81,USD,139.79
348,2021-03-28,C1336,,6,43.88,USD,396.21
349,2021-03-29,C1770,,5,15.71,USD,118.33
350,2021-03-30,C1688,open,8,54.23,USD,676.16
351,2021-03-31,C1546,,4,17.66,USD,100.89
352,2021-04-01,C1176,open,5,38.31,USD,272.29
353,2021-04-02,C1723,,1,31.07,USD,47.56
354,2021-04-03,C1602,open,1,54.82,USD,82.88
355,2021-04-04,C1060,,6,57.2,USD,530.7
356,2021-04-05,C1305,,3,48.97,USD,222.34
357,2021-04-06,C1223,open,1,42.45,USD,60.59
358,2021-04-07,C1089,closed,6,54.94,USD,490.34
359,2021-04-08,C1908,open,3,59.15,USD,261.38
360,2021-04-09,C1171,open,7,18.32,USD,185.19
361,2021-04-10,C1106,closed,9,55.64,USD,735.38
362,2021-04-11,C1568,closed,2,37.06,USD,105.02
363,2021-04-12,C1457,open,4,41.55,USD,237.42
364,2021-04-13,C1731,open,8,56.43,USD,715.73
365,2021-04-14,C1165,closed,9,21.27,USD,297.29
366,2021-04-15,C1708,open,9,56.76,USD,775.31
367,2021-04-16,C1331,open,1,53.48,USD,77.49
368,2021-04-17,C1019,,8,27.13,USD,329.37
369,2021-04-18,C1907,open,6,24.74,USD,210.95
370,2021-04-19,C1689,open,7,26.96,USD,280.74
371,2021-04-20,C1734,,5,20.54,USD,146.05
372,2021-04-21,C1991,,6,19.76,USD,179.53
373,2021-04-22,C1536,,8,39.11,USD,449.83
374,2021-04-23,C1910,open,9,33.35,USD,455.94
375,2021-04-24,C1950,pending,6,46.54,USD,435.16
376,2021-04-25,C1946,open,4,44.11,USD,253.52
377,2021-04-26,C1515,,8,43.68,USD,528.3
378,2021-04-27,C1215,open,9,40.61,USD,553.25
379,2021-04-28,C1333,closed,5,21.31,USD,165.09
380,2021-04-29,C1299,open,3,44.34,USD,207.49
381,2021-04-30,C1106,closed,7,38.78,USD,430.12
382,2021-05-01,C1241,open,4,57.02,USD,353.62
383,2021-05-02,C1654,pending,6,46.89,USD,435.18
384,2021-05-03,C1335,,6,16.21,USD,148.51
385,2021-05-04,C1192,,8,15.67,USD,194.12
386,2021-05-05,C1662,,4,51.28,USD,295.93
387,2021-05-06,C1891,,8,52.17,USD,585.4
388,2021-05-07,C1964,open,1,23.63,USD,37.1
389,2021-05-08,C1282,pending,8,45.91,USD,563.6
390,2021-05-09,C1264,,2,23.84,USD,74.04
391,2021-05-10,C1619,open,5,56.46,USD,427.64
392,2021-05-11,C1274,pending,7,18.56,USD,187.56
393,2021-05-12,C1851,closed,3,24.14,USD,102.71
394,2021-05-13,C1334,,6,29.04,USD,270.03
395,2021-05-14,C1165,closed,9,41.91,USD,593.16
396,2021-05-15,C1597,open,3,37.06,USD,172.5
397,2021-05-16,C1405,open,1,21.38,USD,33.78
398,2021-05-17,C1078,,8,55.54,USD,668.81
399,2021-05-18,C1812,open,1,57.42,USD,82.44
400,2021-05-19,C1650,open,6,27.35,USD,240.68
401,2021-05-20,C1599,,7,52.77,USD,548.22
402,2021-05-21,C1040,closed,3,19.86,USD,85.17
403,2021-05-22,C1881,,3,36.58,USD,169.17
404,2021-05-23,C1339,,5,49.07,USD,376.51
405,2021-05-24,C1049,pending,1,50.15,USD,77.51
406,2021-05-25,C1578,open,4,16.69,USD,95.16
407,2021-05-26,C1925,open,2,29.74,USD,90.58
408,2021-05-27,C1815,open,3,31.72,USD,142.96
409,2021-05-28,C1762,,6,55.16,USD,481.94
410,2021-05-29,C1330,open,8,25.25,USD,309.42
411,2021-05-30,C1575,,3,34.43,USD,152.83
412,2021-05-31,C1738,,2,51.58,USD,158.47
413,2021-06-01,C1750,,5,36.05,USD,287.76
414,2021-06-02,C1201,closed,1,34.54,USD,54.94
415,2021-06-03,C1627,,2,29.26,USD,82.54
416,2021-06-04,C1385,,4,53.29,USD,318.5
417,2021-06-05,C1171,,4,35.86,USD,218.14
418,2021-06-06,C1002,,9,30.29,USD,385.34
419,2021-06-07,C1312,open,7,42.08,USD,463.36
420,2021-06-08,C1195,,6,20.84,USD,185.5
421,2021-06-09,C1297,open,8,29.03,USD,338.24
422,2021-06-10,C1834,open,7,35.85,USD,390.47
423,2021-06-11,C1774,open,2,43.85,USD,139.44
424,2021-06-12,C1171,open,8,18.08,USD,228.6
425,2021-06-13,C1581,,3,46.9,USD,202.05
426,2021-06-14,C1277,open,7,39.05,USD,391.57
427,2021-06-15,C1055,pending,4,21.13,USD,118.57
428,2021-06-16,C1943,open,3,22.59,USD,107.76
429,2021-06-17,C1694,,9,27.82,USD,377.16
430,2021-06-18,C1453,closed,9,15.55,USD,206.76
431,2021-06-19,C1366,,7,42.48,USD,468.3
432,2021-06-20,C1303,,1,31.68,USD,45.56
433,2021-06-21,C1437,open,9,21.47,USD,7398.83
434,2021-06-22,C1464,,3,42.73,USD,194.15
435,2021-06-23,C1395,open,3,37.73,USD,164.72
436,2021-06-24,C1708,open,6,43.49,USD,400.29
437,2021-06-25,C1307,,2,56.75,USD,175.69
438,2021-06-26,C1854,closed,8,53.55,USD,647.2
439,2021-06-27,C1122,,1,33.43,USD,51.81
440,2021-06-28,C1138,open,3,57.05,USD,242.44
441,2021-06-29,C1291,pending,4,58.39,USD,329.92
442,2021-06-30,C1522,open,1,52.28,USD,82.78
443,2021-07-01,C1185,closed,7,57.1,USD,590.97
444,2021-07-02,C1704,,6,51.63,USD,478.58
445,2021-07-03,C1633,,2,17.49,USD,54.17
446,2021-07-04,C1691,closed,5,38.34,USD,286.1
447,2021-07-05,C1049,,9,27.09,USD,381.55
448,2021-07-06,C1799,closed,2,46.89,USD,148.98
449,2021-07-07,C1005,,8,55.04,USD,626.56
450,2021-07-08,C1538,closed,4,51.54,USD,310.03
451,2021-07-09,C1465,open,5,33.9,USD,271.09
452,2021-07-10,C1248,open,9,56.87,USD,770.18
453,2021-07-11,C1550,pending,2,44.72,USD,140.97
454,2021-07-12,C1806,closed,5,34.56,USD,259.4
455,2021-07-13,C1878,,3,58.11,USD,259.47
456,2021-07-14,C1730,closed,7,32.75,USD,358.03
457,2021-07-15,C1132,,5,32.49,USD,242.99
458,2021-07-16,C1602,,2,20.08,USD,57.49
459,2021-07-17,C1336,open,5,40.15,USD,290.18
460,2021-07-18,C1409,open,4,58.45,USD,340.46
461,2021-07-19,C1235,,6,44.05,USD,389.77
462,2021-07-20,C1981,open,8,39.55,USD,503.12
463,2021-07-21,C1225,,8,39.59,USD,480.76
464,2021-07-22,C1977,pending,6,49.19,USD,431.62
465,2021-07-23,C1999,,1,38.11,USD,53.87
466,2021-07-24,C1901,closed,3,57.2,USD,272.56
467,2021-07-25,C1183,open,2,35.61,USD,107.3
468,2021-07-26,C1714,,2,47.97,USD,136.54
469,2021-07-27,C1304,,3,48.31,USD,212.64
470,2021-07-28,C1375,open,9,55.95,USD,740.33
471,2021-07-29,C1827,,9,35.69,USD,503.25
472,2021-07-30,C1234,closed,2,32.98,USD,95.93
473,2021-07-31,C1711,open,7,31.17,USD,325.82
474,2021-08-01,C1434,pending,8,46.41,USD,528.9
475,2021-08-02,C1870,closed,7,32.44,USD,333.04
476,2021-08-03,C1586,,7,48.66,USD,480.08
477,2021-08-04,C1827,pending,8,30.13,USD,350.43
478,2021-08-05,C1606,pending,6,50.98,USD,430.02
479,2021-08-06,C1124,,1,34.5,USD,54.48
480,2021-08-07,C1039,,6,48.63,USD,451.28
481,2021-08-08,C1001,,3,50.56,USD,218.28
482,2021-08-09,C1506,open,3,15.46,USD,65.24
483,2021-08-10,C1667,,8,40.12,USD,474.76
484,2021-08-11,C1368,closed,5,51.73,USD,10113.7
485,2021-08-12,C1934,closed,9,17.65,USD,236.17
486,2021-08-13,C1163,,8,35.67,USD,413.99
487,2021-08-14,C1854,open,2,47.85,USD,150.96
488,2021-08-15,C1944,closed,7,34.26,USD,370.78
489,2021-08-16,C1265,,4,27.81,USD,177.83
490,2021-08-17,C1882,open,3,27.17,USD,125.56
491,2021-08-18,C1086,open,5,59.91,USD,476.49
492,2021-08-19,C1557,,1,52.7,USD,76.36
493,2021-08-20,C1618,open,5,24.23,USD,171.23
494,2021-08-21,C1417,open,7,59.71,USD,613.39
495,2021-08-22,C1691,,4,46.92,USD,296.4
496,2021-08-23,C1789,,8,18.91,USD,230.29
497,2021-08-24,C1607,pending,6,26.4,USD,228.44
498,2021-08-25,C1426,open,8,26.8,USD,324.93
499,2021-08-26,C1932,open,4,19.23,USD,113.51
500,2021-08-27,C1687,closed,4,39.24,USD,234.38
